COD_ISTAT;COMUNE;SIGLA;PROVINCIA;ID_COMUNE_STATO;COMUNE_POSTE;CODICE_CATASTALE;COD_ISTAT_REGIONE;REGIONE;
042011;CASTELLEONE DI SUASA;AN;ANCONA;0;CASTELLEONE DI SUASA;C152;11;MARCHE;
042012;CASTELPLANIO;AN;ANCONA;0;CASTELPLANIO;C248;11;MARCHE;
042013;CERRETO D'ESI;AN;ANCONA;0;CERRETO D'ESI;C524;11;MARCHE;
042014;CHIARAVALLE;AN;ANCONA;0;CHIARAVALLE;C615;11;MARCHE;
042015;CORINALDO;AN;ANCONA;0;CORINALDO;D007;11;MARCHE;
042016;CUPRAMONTANA;AN;ANCONA;0;CUPRAMONTANA;D211;11;MARCHE;
042017;FABRIANO;AN;ANCONA;0;FABRIANO;D451;11;MARCHE;
042018;FALCONARA MARITTIMA;AN;ANCONA;0;FALCONARA MARITTIMA;D472;11;MARCHE;
042019;FILOTTRANO;AN;ANCONA;0;FILOTTRANO;D597;11;MARCHE;
042020;GENGA;AN;ANCONA;0;GENGA;D965;11;MARCHE;
042021;JESI;AN;ANCONA;0;JESI;E388;11;MARCHE;
042022;LORETO;AN;ANCONA;0;LORETO;E690;11;MARCHE;
042023;MAIOLATI SPONTINI;AN;ANCONA;0;MAIOLATI SPONTINI;E837;11;MARCHE;
042024;MERGO;AN;ANCONA;0;MERGO;F145;11;MARCHE;
042025;MONSANO;AN;ANCONA;0;MONSANO;F381;11;MARCHE;
042029;MONTE ROBERTO;AN;ANCONA;0;MONTE ROBERTO;F600;11;MARCHE;
042030;MONTE SAN VITO;AN;ANCONA;0;MONTE SAN VITO;F634;11;MARCHE;
042026;MONTECAROTTO;AN;ANCONA;0;MONTECAROTTO;F453;11;MARCHE;
042027;MONTEMARCIANO;AN;ANCONA;0;MONTEMARCIANO;F560;11;MARCHE;
042031;MORRO D'ALBA;AN;ANCONA;0;MORRO D'ALBA;F745;11;MARCHE;
042032;NUMANA;AN;ANCONA;0;NUMANA;F978;11;MARCHE;
042033;OFFAGNA;AN;ANCONA;0;OFFAGNA;G003;11;MARCHE;
042034;OSIMO;AN;ANCONA;0;OSIMO;G157;11;MARCHE;
042035;OSTRA;AN;ANCONA;0;OSTRA;F401;11;MARCHE;
042036;OSTRA VETERE;AN;ANCONA;0;OSTRA VETERE;F581;11;MARCHE;
042037;POGGIO SAN MARCELLO;AN;ANCONA;0;POGGIO SAN MARCELLO;G771;11;MARCHE;
042038;POLVERIGI;AN;ANCONA;0;POLVERIGI;G803;11;MARCHE;
042040;ROSORA;AN;ANCONA;0;ROSORA;H575;11;MARCHE;
042041;SAN MARCELLO;AN;ANCONA;0;SAN MARCELLO;H979;11;MARCHE;
042042;SAN PAOLO DI JESI;AN;ANCONA;0;SAN PAOLO DI JESI;I071;11;MARCHE;
042043;SANTA MARIA NUOVA;AN;ANCONA;0;SANTA MARIA NUOVA;I251;11;MARCHE;
042044;SASSOFERRATO;AN;ANCONA;0;SASSOFERRATO;I461;11;MARCHE;
042045;SENIGALLIA;AN;ANCONA;0;SENIGALLIA;I608;11;MARCHE;
042046;SERRA DE' CONTI;AN;ANCONA;0;SERRA DE' CONTI;I643;11;MARCHE;
042047;SERRA SAN QUIRICO;AN;ANCONA;0;SERRA SAN QUIRICO;I653;11;MARCHE;
042048;SIROLO;AN;ANCONA;0;SIROLO;I758;11;MARCHE;
042049;STAFFOLO;AN;ANCONA;0;STAFFOLO;I932;11;MARCHE;
042050;TRECASTELLI;AN;ANCONA;0;TRECASTELLI;M318;11;MARCHE;
042009;CASTEL COLONNA;AN;ANCONA;2;CASTEL COLONNA;C071;11;MARCHE;
042028;MONTERADO;AN;ANCONA;2;MONTERADO;F593;11;MARCHE;
042801;MONTESICURO;AN;ANCONA;2;MONTESICURO;F645;11;MARCHE;
042802;PATERNO D'ANCONA;AN;ANCONA;2;PATERNO D'ANCONA;G369;11;MARCHE;
042039;RIPE;AN;ANCONA;2;RIPE;H322;11;MARCHE;
042803;ROSORA MERGO;AN;ANCONA;2;ROSORA MERGO;H576;11;MARCHE;
007001;ALLEIN;AO;AOSTA;0;ALLEIN;A205;02;VALLE D'AOSTA;
007002;ANTEY-SAINT-ANDRE';AO;AOSTA;0;ANTEY SAINT ANDRE';A305;02;VALLE D'AOSTA;
007003;AOSTA;AO;AOSTA;0;AOSTA;A326;02;VALLE D'AOSTA;
007004;ARNAD;AO;AOSTA;0;ARNAD;A424;02;VALLE D'AOSTA;
007005;ARVIER;AO;AOSTA;0;ARVIER;A452;02;VALLE D'AOSTA;
007006;AVISE;AO;AOSTA;0;AVISE;A521;02;VALLE D'AOSTA;
007007;AYAS;AO;AOSTA;0;AYAS;A094;02;VALLE D'AOSTA;
007008;AYMAVILLES;AO;AOSTA;0;AYMAVILLES;A108;02;VALLE D'AOSTA;
007009;BARD;AO;AOSTA;0;BARD;A643;02;VALLE D'AOSTA;
007010;BIONAZ;AO;AOSTA;0;BIONAZ;A877;02;VALLE D'AOSTA;
007011;BRISSOGNE;AO;AOSTA;0;BRISSOGNE;B192;02;VALLE D'AOSTA;
007012;BRUSSON;AO;AOSTA;0;BRUSSON;B230;02;VALLE D'AOSTA;
007013;CHALLAND-SAINT-ANSELME;AO;AOSTA;0;CHALLAND SAINT ANSELME;C593;02;VALLE D'AOSTA;
007014;CHALLAND-SAINT-VICTOR;AO;AOSTA;0;CHALLAND SAINT VICTOR;C594;02;VALLE D'AOSTA;
007015;CHAMBAVE;AO;AOSTA;0;CHAMBAVE;C595;02;VALLE D'AOSTA;
007016;CHAMOIS;AO;AOSTA;0;CHAMOIS;B491;02;VALLE D'AOSTA;
007017;CHAMPDEPRAZ;AO;AOSTA;0;CHAMPDEPRAZ;C596;02;VALLE D'AOSTA;
007018;CHAMPORCHER;AO;AOSTA;0;CHAMPORCHER;B540;02;VALLE D'AOSTA;
007019;CHARVENSOD;AO;AOSTA;0;CHARVENSOD;C598;02;VALLE D'AOSTA;
007020;CHATILLON;AO;AOSTA;0;CHATILLON;C294;02;VALLE D'AOSTA;
007021;COGNE;AO;AOSTA;0;COGNE;C821;02;VALLE D'AOSTA;
007022;COURMAYEUR;AO;AOSTA;0;COURMAYEUR;D012;02;VALLE D'AOSTA;
007023;DONNAS;AO;AOSTA;0;DONNAS;D338;02;VALLE D'AOSTA;
007024;DOUES;AO;AOSTA;0;DOUES;D356;02;VALLE D'AOSTA;
007025;EMARESE;AO;AOSTA;0;EMARESE;D402;02;VALLE D'AOSTA;
007026;ETROUBLES;AO;AOSTA;0;ETROUBLES;D444;02;VALLE D'AOSTA;
007027;FENIS;AO;AOSTA;0;FENIS;D537;02;VALLE D'AOSTA;
007028;FONTAINEMORE;AO;AOSTA;0;FONTAINEMORE;D666;02;VALLE D'AOSTA;
007029;GABY;AO;AOSTA;0;GABY;D839;02;VALLE D'AOSTA;
007030;GIGNOD;AO;AOSTA;0;GIGNOD;E029;02;VALLE D'AOSTA;
007031;GRESSAN;AO;AOSTA;0;GRESSAN;E165;02;VALLE D'AOSTA;
007032;GRESSONEY-LA-TRINITE';AO;AOSTA;0;GRESSONEY LA TRINITE';E167;02;VALLE D'AOSTA;
007033;GRESSONEY-SAINT-JEAN;AO;AOSTA;0;GRESSONEY SAINT JEAN;E168;02;VALLE D'AOSTA;
007034;HONE;AO;AOSTA;0;HONE;E273;02;VALLE D'AOSTA;
007035;INTROD;AO;AOSTA;0;INTROD;E306;02;VALLE D'AOSTA;
007036;ISSIME;AO;AOSTA;0;ISSIME;E369;02;VALLE D'AOSTA;
007037;ISSOGNE;AO;AOSTA;0;ISSOGNE;E371;02;VALLE D'AOSTA;
007038;JOVENCAN;AO;AOSTA;0;JOVENCAN;E391;02;VALLE D'AOSTA;
007039;LA MAGDELEINE;AO;AOSTA;0;LA MAGDELEINE;A308;02;VALLE D'AOSTA;
007040;LA SALLE;AO;AOSTA;0;LA SALLE;E458;02;VALLE D'AOSTA;
007041;LA THUILE;AO;AOSTA;0;LA THUILE;E470;02;VALLE D'AOSTA;
007042;LILLIANES;AO;AOSTA;0;LILLIANES;E587;02;VALLE D'AOSTA;
007043;MONTJOVET;AO;AOSTA;0;MONTJOVET;F367;02;VALLE D'AOSTA;
007044;MORGEX;AO;AOSTA;0;MORGEX;F726;02;VALLE D'AOSTA;
007045;NUS;AO;AOSTA;0;NUS;F987;02;VALLE D'AOSTA;
007046;OLLOMONT;AO;AOSTA;0;OLLOMONT;G045;02;VALLE D'AOSTA;
007047;OYACE;AO;AOSTA;0;OYACE;G012;02;VALLE D'AOSTA;
007048;PERLOZ;AO;AOSTA;0;PERLOZ;G459;02;VALLE D'AOSTA;
007049;POLLEIN;AO;AOSTA;0;POLLEIN;G794;02;VALLE D'AOSTA;
007052;PONT-SAINT-MARTIN;AO;AOSTA;0;PONT SAINT MARTIN;G854;02;VALLE D'AOSTA;
007050;PONTBOSET;AO;AOSTA;0;PONTBOSET;G545;02;VALLE D'AOSTA;
007051;PONTEY;AO;AOSTA;0;PONTEY;G860;02;VALLE D'AOSTA;
007053;PRE'-SAINT-DIDIER;AO;AOSTA;0;PRE' SAINT DIDIER;H042;02;VALLE D'AOSTA;
007054;QUART;AO;AOSTA;0;QUART;H110;02;VALLE D'AOSTA;
007055;RHEMES-NOTRE-DAME;AO;AOSTA;0;RHEMES NOTRE DAME;H262;02;VALLE D'AOSTA;
007056;RHEMES-SAINT-GEORGES;AO;AOSTA;0;RHEMES SAINT GEORGES;H263;02;VALLE D'AOSTA;
007057;ROISAN;AO;AOSTA;0;ROISAN;H497;02;VALLE D'AOSTA;
007058;SAINT-CHRISTOPHE;AO;AOSTA;0;SAINT CHRISTOPHE;H669;02;VALLE D'AOSTA;
007059;SAINT-DENIS;AO;AOSTA;0;SAINT DENIS;H670;02;VALLE D'AOSTA;
007060;SAINT-MARCEL;AO;AOSTA;0;SAINT MARCEL;H671;02;VALLE D'AOSTA;
007061;SAINT-NICOLAS;AO;AOSTA;0;SAINT NICOLAS;H672;02;VALLE D'AOSTA;
007062;SAINT-OYEN;AO;AOSTA;0;SAINT OYEN;H673;02;VALLE D'AOSTA;
007063;SAINT-PIERRE;AO;AOSTA;0;SAINT PIERRE;H674;02;VALLE D'AOSTA;
007064;SAINT-RHEMY-EN-BOSSES;AO;AOSTA;0;SAINT RHEMY EN BOSSES;H675;02;VALLE D'AOSTA;
007065;SAINT-VINCENT;AO;AOSTA;0;SAINT VINCENT;H676;02;VALLE D'AOSTA;
007066;SARRE;AO;AOSTA;0;SARRE;I442;02;VALLE D'AOSTA;
007067;TORGNON;AO;AOSTA;0;TORGNON;L217;02;VALLE D'AOSTA;
007068;VALGRISENCHE;AO;AOSTA;0;VALGRISENCHE;L582;02;VALLE D'AOSTA;
007069;VALPELLINE;AO;AOSTA;0;VALPELLINE;L643;02;VALLE D'AOSTA;
007070;VALSAVARENCHE;AO;AOSTA;0;VALSAVARENCHE;L647;02;VALLE D'AOSTA;
007071;VALTOURNENCHE;AO;AOSTA;0;VALTOURNENCHE;L654;02;VALLE D'AOSTA;
007072;VERRAYES;AO;AOSTA;0;VERRAYES;L783;02;VALLE D'AOSTA;
007073;VERRES;AO;AOSTA;0;VERRES;C282;02;VALLE D'AOSTA;
007074;VILLENEUVE;AO;AOSTA;0;VILLENEUVE;L981;02;VALLE D'AOSTA;
007802;GRESSONEY;AO;AOSTA;2;GRESSONEY;E166;02;VALLE D'AOSTA;
007803;RHEMES;AO;AOSTA;2;RHEMES;H261;02;VALLE D'AOSTA;
007804;VALDIGNA D'AOSTA;AO;AOSTA;2;VALDIGNA D'AOSTA;L560;02;VALLE D'AOSTA;
044001;ACQUASANTA TERME;AP;ASCOLI PICENO;0;ACQUASANTA TERME;A044;11;MARCHE;
044002;ACQUAVIVA PICENA;AP;ASCOLI PICENO;0;ACQUAVIVA PICENA;A047;11;MARCHE;
044005;APPIGNANO DEL TRONTO;AP;ASCOLI PICENO;0;APPIGNANO DEL TRONTO;A335;11;MARCHE;
044006;ARQUATA DEL TRONTO;AP;ASCOLI PICENO;0;ARQUATA DEL TRONTO;A437;11;MARCHE;
044007;ASCOLI PICENO;AP;ASCOLI PICENO;0;ASCOLI PICENO;A462;11;MARCHE;
044010;CARASSAI;AP;ASCOLI PICENO;0;CARASSAI;B727;11;MARCHE;
044011;CASTEL DI LAMA;AP;ASCOLI PICENO;0;CASTEL DI LAMA;C093;11;MARCHE;
044012;CASTIGNANO;AP;ASCOLI PICENO;0;CASTIGNANO;C321;11;MARCHE;
044013;CASTORANO;AP;ASCOLI PICENO;0;CASTORANO;C331;11;MARCHE;
044014;COLLI DEL TRONTO;AP;ASCOLI PICENO;0;COLLI DEL TRONTO;C877;11;MARCHE;
044015;COMUNANZA;AP;ASCOLI PICENO;0;COMUNANZA;C935;11;MARCHE;
044016;COSSIGNANO;AP;ASCOLI PICENO;0;COSSIGNANO;D096;11;MARCHE;
044017;CUPRA MARITTIMA;AP;ASCOLI PICENO;0;CUPRA MARITTIMA;D210;11;MARCHE;
044020;FOLIGNANO;AP;ASCOLI PICENO;0;FOLIGNANO;D652;11;MARCHE;
044021;FORCE;AP;ASCOLI PICENO;0;FORCE;D691;11;MARCHE;
044023;GROTTAMMARE;AP;ASCOLI PICENO;0;GROTTAMMARE;E207;11;MARCHE;
044027;MALTIGNANO;AP;ASCOLI PICENO;0;MALTIGNANO;E868;11;MARCHE;
044029;MASSIGNANO;AP;ASCOLI PICENO;0;MASSIGNANO;F044;11;MARCHE;
044031;MONSAMPOLO DEL TRONTO;AP;ASCOLI PICENO;0;MONSAMPOLO DEL TRONTO;F380;11;MARCHE;
044032;MONTALTO DELLE MARCHE;AP;ASCOLI PICENO;0;MONTALTO DELLE MARCHE;F415;11;MARCHE;
044034;MONTEDINOVE;AP;ASCOLI PICENO;0;MONTEDINOVE;F487;11;MARCHE;
044036;MONTEFIORE DELL'ASO;AP;ASCOLI PICENO;0;MONTEFIORE DELL'ASO;F501;11;MARCHE;
044038;MONTEGALLO;AP;ASCOLI PICENO;0;MONTEGALLO;F516;11;MARCHE;
044044;MONTEMONACO;AP;ASCOLI PICENO;0;MONTEMONACO;F570;11;MARCHE;
044045;MONTEPRANDONE;AP;ASCOLI PICENO;0;MONTEPRANDONE;F591;11;MARCHE;
044054;OFFIDA;AP;ASCOLI PICENO;0;OFFIDA;G005;11;MARCHE;
044056;PALMIANO;AP;ASCOLI PICENO;0;PALMIANO;G289;11;MARCHE;
044063;RIPATRANSONE;AP;ASCOLI PICENO;0;RIPATRANSONE;H321;11;MARCHE;
044064;ROCCAFLUVIONE;AP;ASCOLI PICENO;0;ROCCAFLUVIONE;H390;11;MARCHE;
044065;ROTELLA;AP;ASCOLI PICENO;0;ROTELLA;H588;11;MARCHE;
044066;SAN BENEDETTO DEL TRONTO;AP;ASCOLI PICENO;0;SAN BENEDETTO DEL TRONTO;H769;11;MARCHE;
044071;SPINETOLI;AP;ASCOLI PICENO;0;SPINETOLI;I912;11;MARCHE;
044073;VENAROTTA;AP;ASCOLI PICENO;0;VENAROTTA;L728;11;MARCHE;
044003;ALTIDONA;AP;ASCOLI PICENO;1;ALTIDONA;A233;11;MARCHE;
044004;AMANDOLA;AP;ASCOLI PICENO;1;AMANDOLA;A252;11;MARCHE;
044008;BELMONTE PICENO;AP;ASCOLI PICENO;1;BELMONTE PICENO;A760;11;MARCHE;
044009;CAMPOFILONE;AP;ASCOLI PICENO;1;CAMPOFILONE;B534;11;MARCHE;
044018;FALERONE;AP;ASCOLI PICENO;1;FALERONE;D477;11;MARCHE;
044019;FERMO;AP;ASCOLI PICENO;1;FERMO;D542;11;MARCHE;
044022;FRANCAVILLA D'ETE;AP;ASCOLI PICENO;1;FRANCAVILLA D'ETE;D760;11;MARCHE;
044024;GROTTAZZOLINA;AP;ASCOLI PICENO;1;GROTTAZZOLINA;E208;11;MARCHE;
044025;LAPEDONA;AP;ASCOLI PICENO;1;LAPEDONA;E447;11;MARCHE;
044026;MAGLIANO DI TENNA;AP;ASCOLI PICENO;1;MAGLIANO DI TENNA;E807;11;MARCHE;
044028;MASSA FERMANA;AP;ASCOLI PICENO;1;MASSA FERMANA;F021;11;MARCHE;
044030;MONSAMPIETRO MORICO;AP;ASCOLI PICENO;1;MONSAMPIETRO MORICO;F379;11;MARCHE;
044033;MONTAPPONE;AP;ASCOLI PICENO;1;MONTAPPONE;F428;11;MARCHE;
044039;MONTE GIBERTO;AP;ASCOLI PICENO;1;MONTE GIBERTO;F517;11;MARCHE;
044046;MONTE RINALDO;AP;ASCOLI PICENO;1;MONTE RINALDO;F599;11;MARCHE;
044048;MONTE SAN PIETRANGELI;AP;ASCOLI PICENO;1;MONTE SAN PIETRANGELI;F626;11;MARCHE;
044049;MONTE URANO;AP;ASCOLI PICENO;1;MONTE URANO;F653;11;MARCHE;
044050;MONTE VIDON COMBATTE;AP;ASCOLI PICENO;1;MONTE VIDON COMBATTE;F664;11;MARCHE;
044051;MONTE VIDON CORRADO;AP;ASCOLI PICENO;1;MONTE VIDON CORRADO;F665;11;MARCHE;
044035;MONTEFALCONE APPENNINO;AP;ASCOLI PICENO;1;MONTEFALCONE APPENNINO;F493;11;MARCHE;
044037;MONTEFORTINO;AP;ASCOLI PICENO;1;MONTEFORTINO;F509;11;MARCHE;
044040;MONTEGIORGIO;AP;ASCOLI PICENO;1;MONTEGIORGIO;F520;11;MARCHE;
044041;MONTEGRANARO;AP;ASCOLI PICENO;1;MONTEGRANARO;F522;11;MARCHE;
044042;MONTELEONE DI FERMO;AP;ASCOLI PICENO;1;MONTELEONE DI FERMO;F536;11;MARCHE;
044043;MONTELPARO;AP;ASCOLI PICENO;1;MONTELPARO;F549;11;MARCHE;
044047;MONTERUBBIANO;AP;ASCOLI PICENO;1;MONTERUBBIANO;F614;11;MARCHE;
044052;MONTOTTONE;AP;ASCOLI PICENO;1;MONTOTTONE;F697;11;MARCHE;
044053;MORESCO;AP;ASCOLI PICENO;1;MORESCO;F722;11;MARCHE;
044055;ORTEZZANO;AP;ASCOLI PICENO;1;ORTEZZANO;G137;11;MARCHE;
044057;PEDASO;AP;ASCOLI PICENO;1;PEDASO;G403;11;MARCHE;
044058;PETRITOLI;AP;ASCOLI PICENO;1;PETRITOLI;G516;11;MARCHE;
044059;PONZANO DI FERMO;AP;ASCOLI PICENO;1;PONZANO DI FERMO;G873;11;MARCHE;
044060;PORTO SAN GIORGIO;AP;ASCOLI PICENO;1;PORTO SAN GIORGIO;G920;11;MARCHE;
044061;PORTO SANT'ELPIDIO;AP;ASCOLI PICENO;1;PORTO SANT'ELPIDIO;G921;11;MARCHE;
044062;RAPAGNANO;AP;ASCOLI PICENO;1;RAPAGNANO;H182;11;MARCHE;
044068;SANT'ELPIDIO A MARE;AP;ASCOLI PICENO;1;SANT'ELPIDIO A MARE;I324;11;MARCHE;
044067;SANTA VITTORIA IN MATENANO;AP;ASCOLI PICENO;1;SANTA VITTORIA IN MATENANO;I315;11;MARCHE;
044069;SERVIGLIANO;AP;ASCOLI PICENO;1;SERVIGLIANO;C070;11;MARCHE;
044070;SMERILLO;AP;ASCOLI PICENO;1;SMERILLO;I774;11;MARCHE;
044072;TORRE SAN PATRIZIO;AP;ASCOLI PICENO;1;TORRE SAN PATRIZIO;L279;11;MARCHE;
044801;ALTETA;AP;ASCOLI PICENO;2;ALTETA;A232;11;MARCHE;
044802;CAPRADOSSO;AP;ASCOLI PICENO;2;CAPRADOSSO;B683;11;MARCHE;
044803;CASTEL DI CROCE;AP;ASCOLI PICENO;2;CASTEL DI CROCE;C088;11;MARCHE;
044804;LISCIANO DEL TRONTO;AP;ASCOLI PICENO;2;LISCIANO DEL TRONTO;E612;11;MARCHE;
044805;MONTACUTO;AP;ASCOLI PICENO;2;MONTACUTO;F388;11;MARCHE;
044806;MONTADAMO;AP;ASCOLI PICENO;2;MONTADAMO;F389;11;MARCHE;
044807;MONTECALVO DEL CASTELLANO;AP;ASCOLI PICENO;2;MONTECALVO DEL CASTELLANO;F447;11;MARCHE;
044808;MOREGNANO;AP;ASCOLI PICENO;2;MOREGNANO;F719;11;MARCHE;
044809;MOZZANO;AP;ASCOLI PICENO;2;MOZZANO;F787;11;MARCHE;
044810;OSOLI;AP;ASCOLI PICENO;2;OSOLI;G162;11;MARCHE;
044811;PAGLIARE;AP;ASCOLI PICENO;2;PAGLIARE;G235;11;MARCHE;
044813;PORCHIA;AP;ASCOLI PICENO;2;PORCHIA;G883;11;MARCHE;
044814;PORCHIANO DELL'ASCENSIONE;AP;ASCOLI PICENO;2;PORCHIANO DELL'ASCENSIONE;G885;11;MARCHE;
044815;QUINTODECIMO;AP;ASCOLI PICENO;2;QUINTODECIMO;H136;11;MARCHE;
044816;RIPABERARDA;AP;ASCOLI PICENO;2;RIPABERARDA;H310;11;MARCHE;
044817;ROCCAREONILE;AP;ASCOLI PICENO;2;ROCCAREONILE;H435;11;MARCHE;
044818;SANT'ELPIDIO MORICO;AP;ASCOLI PICENO;2;SANT'ELPIDIO MORICO;I325;11;MARCHE;
044819;SANTA MARIA DEL TRONTO;AP;ASCOLI PICENO;2;SANTA MARIA DEL TRONTO;I231;11;MARCHE;
044820;TORRE DI PALME;AP;ASCOLI PICENO;2;TORRE DI PALME;L268;11;MARCHE;
066001;ACCIANO;AQ;L'AQUILA;0;ACCIANO;A018;13;ABRUZZO;
066002;AIELLI;AQ;L'AQUILA;0;AIELLI;A100;13;ABRUZZO;
066003;ALFEDENA;AQ;L'AQUILA;0;ALFEDENA;A187;13;ABRUZZO;
066004;ANVERSA DEGLI ABRUZZI;AQ;L'AQUILA;0;ANVERSA DEGLI ABRUZZI;A318;13;ABRUZZO;
066005;ATELETA;AQ;L'AQUILA;0;ATELETA;A481;13;ABRUZZO;
066006;AVEZZANO;AQ;L'AQUILA;0;AVEZZANO;A515;13;ABRUZZO;
066007;BALSORANO;AQ;L'AQUILA;0;BALSORANO;A603;13;ABRUZZO;
066008;BARETE;AQ;L'AQUILA;0;BARETE;A656;13;ABRUZZO;
066009;BARISCIANO;AQ;L'AQUILA;0;BARISCIANO;A667;13;ABRUZZO;
066010;BARREA;AQ;L'AQUILA;0;BARREA;A678;13;ABRUZZO;
066011;BISEGNA;AQ;L'AQUILA;0;BISEGNA;A884;13;ABRUZZO;
066012;BUGNARA;AQ;L'AQUILA;0;BUGNARA;B256;13;ABRUZZO;
066013;CAGNANO AMITERNO;AQ;L'AQUILA;0;CAGNANO AMITERNO;B358;13;ABRUZZO;
066014;CALASCIO;AQ;L'AQUILA;0;CALASCIO;B382;13;ABRUZZO;
066015;CAMPO DI GIOVE;AQ;L'AQUILA;0;CAMPO DI GIOVE;B526;13;ABRUZZO;
066016;CAMPOTOSTO;AQ;L'AQUILA;0;CAMPOTOSTO;B569;13;ABRUZZO;
066017;CANISTRO;AQ;L'AQUILA;0;CANISTRO;B606;13;ABRUZZO;
066018;CANSANO;AQ;L'AQUILA;0;CANSANO;B624;13;ABRUZZO;
066019;CAPESTRANO;AQ;L'AQUILA;0;CAPESTRANO;B651;13;ABRUZZO;
066020;CAPISTRELLO;AQ;L'AQUILA;0;CAPISTRELLO;B656;13;ABRUZZO;
066021;CAPITIGNANO;AQ;L'AQUILA;0;CAPITIGNANO;B658;13;ABRUZZO;
066022;CAPORCIANO;AQ;L'AQUILA;0;CAPORCIANO;B672;13;ABRUZZO;
066023;CAPPADOCIA;AQ;L'AQUILA;0;CAPPADOCIA;B677;13;ABRUZZO;
066024;CARAPELLE CALVISIO;AQ;L'AQUILA;0;CARAPELLE CALVISIO;B725;13;ABRUZZO;
066025;CARSOLI;AQ;L'AQUILA;0;CARSOLI;B842;13;ABRUZZO;
066026;CASTEL DEL MONTE;AQ;L'AQUILA;0;CASTEL DEL MONTE;C083;13;ABRUZZO;
066027;CASTEL DI IERI;AQ;L'AQUILA;0;CASTEL DI IERI;C090;13;ABRUZZO;
066028;CASTEL DI SANGRO;AQ;L'AQUILA;0;CASTEL DI SANGRO;C096;13;ABRUZZO;
066029;CASTELLAFIUME;AQ;L'AQUILA;0;CASTELLAFIUME;C126;13;ABRUZZO;
066030;CASTELVECCHIO CALVISIO;AQ;L'AQUILA;0;CASTELVECCHIO CALVISIO;C278;13;ABRUZZO;
066031;CASTELVECCHIO SUBEQUO;AQ;L'AQUILA;0;CASTELVECCHIO SUBEQUO;C279;13;ABRUZZO;
066032;CELANO;AQ;L'AQUILA;0;CELANO;C426;13;ABRUZZO;
066033;CERCHIO;AQ;L'AQUILA;0;CERCHIO;C492;13;ABRUZZO;
066034;CIVITA D'ANTINO;AQ;L'AQUILA;0;CIVITA D'ANTINO;C766;13;ABRUZZO;
066035;CIVITELLA ALFEDENA;AQ;L'AQUILA;0;CIVITELLA ALFEDENA;C778;13;ABRUZZO;
066036;CIVITELLA ROVETO;AQ;L'AQUILA;0;CIVITELLA ROVETO;C783;13;ABRUZZO;
066037;COCULLO;AQ;L'AQUILA;0;COCULLO;C811;13;ABRUZZO;
066038;COLLARMELE;AQ;L'AQUILA;0;COLLARMELE;C844;13;ABRUZZO;
066039;COLLELONGO;AQ;L'AQUILA;0;COLLELONGO;C862;13;ABRUZZO;
066040;COLLEPIETRO;AQ;L'AQUILA;0;COLLEPIETRO;C866;13;ABRUZZO;
066041;CORFINIO;AQ;L'AQUILA;0;CORFINIO;C999;13;ABRUZZO;
066042;FAGNANO ALTO;AQ;L'AQUILA;0;FAGNANO ALTO;D465;13;ABRUZZO;
066043;FONTECCHIO;AQ;L'AQUILA;0;FONTECCHIO;D681;13;ABRUZZO;
066044;FOSSA;AQ;L'AQUILA;0;FOSSA;D736;13;ABRUZZO;
066045;GAGLIANO ATERNO;AQ;L'AQUILA;0;GAGLIANO ATERNO;D850;13;ABRUZZO;
066046;GIOIA DEI MARSI;AQ;L'AQUILA;0;GIOIA DEI MARSI;E040;13;ABRUZZO;
066047;GORIANO SICOLI;AQ;L'AQUILA;0;GORIANO SICOLI;E096;13;ABRUZZO;
066048;INTRODACQUA;AQ;L'AQUILA;0;INTRODACQUA;E307;13;ABRUZZO;
066049;L'AQUILA;AQ;L'AQUILA;0;L'AQUILA;A345;13;ABRUZZO;
066050;LECCE NEI MARSI;AQ;L'AQUILA;0;LECCE NEI MARSI;E505;13;ABRUZZO;
066051;LUCO DEI MARSI;AQ;L'AQUILA;0;LUCO DEI MARSI;E723;13;ABRUZZO;
066052;LUCOLI;AQ;L'AQUILA;0;LUCOLI;E724;13;ABRUZZO;
066053;MAGLIANO DE' MARSI;AQ;L'AQUILA;0;MAGLIANO DE' MARSI;E811;13;ABRUZZO;
066054;MASSA D'ALBE;AQ;L'AQUILA;0;MASSA D'ALBE;F022;13;ABRUZZO;
066055;MOLINA ATERNO;AQ;L'AQUILA;0;MOLINA ATERNO;M255;13;ABRUZZO;
066056;MONTEREALE;AQ;L'AQUILA;0;MONTEREALE;F595;13;ABRUZZO;
066057;MORINO;AQ;L'AQUILA;0;MORINO;F732;13;ABRUZZO;
066058;NAVELLI;AQ;L'AQUILA;0;NAVELLI;F852;13;ABRUZZO;
066059;OCRE;AQ;L'AQUILA;0;OCRE;F996;13;ABRUZZO;
066060;OFENA;AQ;L'AQUILA;0;OFENA;G002;13;ABRUZZO;
066061;OPI;AQ;L'AQUILA;0;OPI;G079;13;ABRUZZO;
066062;ORICOLA;AQ;L'AQUILA;0;ORICOLA;G102;13;ABRUZZO;
066063;ORTONA DEI MARSI;AQ;L'AQUILA;0;ORTONA DEI MARSI;G142;13;ABRUZZO;
066064;ORTUCCHIO;AQ;L'AQUILA;0;ORTUCCHIO;G145;13;ABRUZZO;
066065;OVINDOLI;AQ;L'AQUILA;0;OVINDOLI;G200;13;ABRUZZO;
