ID_AMBITO_UNIVOCO;DESCRIZIONE;AMBITO_DISC;ID_ATTIVITA_FORMATIVA;CLASSE;
10801;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2005;
10938;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2005;
50269;Discipline Geografiche e Antropologiche;1;A;2006;
50270;Discipline Storiche, Giuridiche ed Economiche;2;A;2006;
50271;Discipline del Territorio;3;A;2006;
50272;Discipline Linguistiche;4;A;2006;
50273;Discipline dell'Ambiente, Biologiche, Geografiche e Geologiche;1;B;2006;
50274;Discipline Matematiche, Informatiche e della Rappresentazione;2;B;2006;
50275;Discipline Sociologiche, Psicologiche, Economiche;3;B;2006;
50276;Discipline Storico-Artistiche del Paesaggio e del Territorio;4;B;2006;
10651;Attività Formative Affini o Integrative;1;C;2006;
10422;A Scelta dello Studente;1;D;2006;
10423;Per la Prova Finale;1;E;2006;
10743;Per la Conoscenza di almeno una Lingua Straniera;2;E;2006;
10425;Ulteriori Conoscenze Linguistiche;1;F;2006;
10802;Abilità Informatiche e Telematiche;2;F;2006;
10803;Tirocini Formativi e di Orientamento;3;F;2006;
10804;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2006;
10939;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2006;
50279;Matematica, Informatica e Statistica;1;A;2007;
50280;Fisica e Chimica;2;A;2007;
50277;Ingegneria Civile;1;B;2007;
50278;Ingegneria Ambientale e del Territorio;2;B;2007;
50281;Ingegneria Gestionale;3;B;2007;
50282;Ingegneria della Sicurezza e Protezione Civile, Ambientale e del Territorio;4;B;2007;
10653;Attività Formative Affini o Integrative;1;C;2007;
10427;A Scelta dello Studente;1;D;2007;
10428;Per la Prova Finale;1;E;2007;
10744;Per la Conoscenza di almeno una Lingua Straniera;2;E;2007;
10430;Ulteriori Conoscenze Linguistiche;1;F;2007;
10805;Abilità Informatiche e Telematiche;2;F;2007;
10806;Tirocini Formativi e di Orientamento;3;F;2007;
10807;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2007;
10940;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2007;
50283;Matematica, Informatica e Statistica;1;A;2008;
50284;Fisica e Chimica;2;A;2008;
50285;Ingegneria dell'Automazione;1;B;2008;
50286;Ingegneria Biomedica;2;B;2008;
50287;Ingegneria Elettronica;3;B;2008;
50288;Ingegneria Gestionale;4;B;2008;
50289;Ingegneria Informatica;5;B;2008;
50290;Ingegneria delle Telecomunicazioni;6;B;2008;
50291;Ingegneria della Sicurezza e Protezione dell'Informazione;7;B;2008;
10655;Attività Formative Affini o Integrative;1;C;2008;
10432;A Scelta dello Studente;1;D;2008;
10433;Per la Prova Finale;1;E;2008;
10745;Per la Conoscenza di almeno una Lingua Straniera;2;E;2008;
10435;Ulteriori Conoscenze Linguistiche;1;F;2008;
10808;Abilità Informatiche e Telematiche;2;F;2008;
10809;Tirocini Formativi e di Orientamento;3;F;2008;
10810;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2008;
10941;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2008;
50292;Matematica, Informatica e Statistica;1;A;2009;
50293;Fisica e Chimica;2;A;2009;
50294;Ingegneria Aerospaziale;1;B;2009;
50295;Ingegneria dell'Automazione;2;B;2009;
50296;Ingegneria Biomedica;3;B;2009;
50297;Ingegneria Chimica;4;B;2009;
50298;Ingegneria Elettrica;5;B;2009;
50299;Ingegneria Energetica;6;B;2009;
50300;Ingegneria Gestionale;7;B;2009;
50301;Ingegneria dei Materiali;8;B;2009;
50302;Ingegneria Meccanica;9;B;2009;
50303;Ingegneria Navale;10;B;2009;
50304;Ingegneria Nucleare;11;B;2009;
50305;Ingegneria della Sicurezza e Protezione Industriale;12;B;2009;
10657;Attività Formative Affini o Integrative;1;C;2009;
10437;A Scelta dello Studente;1;D;2009;
10438;Per la Prova Finale;1;E;2009;
10746;Per la Conoscenza di almeno una Lingua Straniera;2;E;2009;
10440;Ulteriori Conoscenze Linguistiche;1;F;2009;
10811;Abilità Informatiche e Telematiche;2;F;2009;
10812;Tirocini Formativi e di Orientamento;3;F;2009;
10813;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2009;
10942;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2009;
50011;Letteratura Italiana;1;A;2010;
50012;Filologia, Linguistica Generale e Applicata;2;A;2010;
50007;Storia, Filosofia, Psicologia, Pedagogia, Antropologia e Geografia;3;A;2010;
50013;Lingue e Letterature Classiche;4;A;2010;
50010;Letterature Moderne;1;B;2010;
50008;Filologia, Linguistica e Letteratura;2;B;2010;
50009;Storia, Archeologia e Storia dell'Arte;3;B;2010;
10659;Attività Formative Affini o Integrative;1;C;2010;
10442;A Scelta dello Studente;1;D;2010;
10443;Per la Prova Finale;1;E;2010;
10747;Per la Conoscenza di almeno una Lingua Straniera;2;E;2010;
10445;Ulteriori Conoscenze Linguistiche;1;F;2010;
10814;Abilità Informatiche e Telematiche;2;F;2010;
10815;Tirocini Formativi e di Orientamento;3;F;2010;
10816;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2010;
10943;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2010;
50015;Letteratura Italiana e Letterature Comparate;1;A;2011;
50016;Linguistica, Semiotica e Didattica delle Lingue;2;A;2011;
50014;Discipline Storiche, Geografiche e Socio-Antropologiche;3;A;2011;
50018;Lingue e Traduzioni;1;B;2011;
50019;Letterature Straniere;2;B;2011;
50017;Discipline Filologiche;3;B;2011;
10661;Attività Formative Affini o Integrative;1;C;2011;
10447;A Scelta dello Studente;1;D;2011;
10448;Per la Prova Finale;1;E;2011;
10748;Per la Conoscenza di almeno una Lingua Straniera;2;E;2011;
10450;Ulteriori Conoscenze Linguistiche;1;F;2011;
10817;Abilità Informatiche e Telematiche;2;F;2011;
10818;Tirocini Formativi e di Orientamento;3;F;2011;
10819;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2011;
10944;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2011;
50020;Lingua e Letteratura Italiana e Letterature Comparate;1;A;2012;
50023;Filologia e Linguistica Generale e Applicata;2;A;2012;
50021;Lingue di Studio e Culture dei Rispettivi Paesi;3;A;2012;
50022;Linguaggi Settoriali, Competenze Linguistiche Avanzate e Mediazione Linguistica Da/Verso le Lingue di Studio;1;B;2012;
10663;Attività Formative Affini o Integrative;1;C;2012;
10452;A Scelta dello Studente;1;D;2012;
10453;Per la Prova Finale;1;E;2012;
10749;Per la Conoscenza di almeno una Lingua Straniera;2;E;2012;
10455;Ulteriori Conoscenze Linguistiche;1;F;2012;
10820;Abilità Informatiche e Telematiche;2;F;2012;
10821;Tirocini Formativi e di Orientamento;3;F;2012;
10822;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2012;
10945;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2012;
50029;Discipline Biologiche;1;A;2013;
50025;Discipline Matematiche, Fisiche e Informatiche;2;A;2013;
50024;Discipline Chimiche;3;A;2013;
50026;Discipline Botaniche, Zoologiche, Ecologiche;1;B;2013;
50027;Discipline Biomolecolari;2;B;2013;
50028;Discipline Fisiologiche e Biomediche;3;B;2013;
10665;Attività Formative Affini o Integrative;1;C;2013;
10457;A Scelta dello Studente;1;D;2013;
10458;Per la Prova Finale;1;E;2013;
10750;Per la Conoscenza di almeno una Lingua Straniera;2;E;2013;
10460;Ulteriori Conoscenze Linguistiche;1;F;2013;
10823;Abilità Informatiche e Telematiche;2;F;2013;
10824;Tirocini Formativi e di Orientamento;3;F;2013;
10825;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2013;
10946;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2013;
50030;Storico-Giuridico;1;A;2014;
50035;Filosofico-Giuridico;2;A;2014;
50036;Privatistico;3;A;2014;
50034;Costituzionalistico;4;A;2014;
50031;Economico e Pubblicistico;1;B;2014;
50033;Giurisprudenza;2;B;2014;
50032;Discipline Giuridiche d'Impresa e Settoriali;3;B;2014;
10667;Attività Formative Affini o Integrative;1;C;2014;
10462;A Scelta dello Studente;1;D;2014;
10463;Per la Prova Finale;1;E;2014;
10751;Per la Conoscenza di almeno una Lingua Straniera;2;E;2014;
10465;Ulteriori Conoscenze Linguistiche;1;F;2014;
10826;Abilità Informatiche e Telematiche;2;F;2014;
10827;Tirocini Formativi e di Orientamento;3;F;2014;
10828;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2014;
10947;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2014;
50039;Discipline Economiche, Statistiche e Giuridiche;1;A;2015;
50040;Discipline Sociali e Territoriali;2;A;2015;
50037;Dioscipline Linguistiche;3;A;2015;
50043;Discipline dell'Organizzazione dei Servizi Turistici;1;B;2015;
50042;Discipline Sociologiche, Psicologiche e Antropologiche;2;B;2015;
50038;Discipline Economiche e Aziendali;3;B;2015;
50041;Discipline Storico-Artistiche;4;B;2015;
10669;Attività Formative Affini o Integrative;1;C;2015;
10467;A Scelta dello Studente;1;D;2015;
10468;Per la Prova Finale;1;E;2015;
10752;Per la Conoscenza di almeno una Lingua Straniera;2;E;2015;
10470;Ulteriori Conoscenze Linguistiche;1;F;2015;
10829;Abilità Informatiche e Telematiche;2;F;2015;
10830;Tirocini Formativi e di Orientamento;3;F;2015;
10831;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2015;
10948;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2015;
50046;Storico, Politico-Sociale;1;A;2016;
50049;Giuridico;2;A;2016;
50044;Statistico-Economico;3;A;2016;
50051;Discipline Linguistiche;4;A;2016;
50045;Socio-Politologico;1;B;2016;
50050;Socio-Psicologico;2;B;2016;
50047;Economico Aziendale;3;B;2016;
50048;Giuridico;4;B;2016;
10671;Attività Formative Affini o Integrative;1;C;2016;
10472;A Scelta dello Studente;1;D;2016;
10473;Per la Prova Finale;1;E;2016;
10753;Per la Conoscenza di almeno una Lingua Straniera;2;E;2016;
10475;Ulteriori Conoscenze Linguistiche;1;F;2016;
10832;Abilità Informatiche e Telematiche;2;F;2016;
10833;Tirocini Formativi e di Orientamento;3;F;2016;
10834;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2016;
10949;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2016;
50052;Discipline Matematiche per l'Architettura;1;A;2017;
50061;Discipline Fisico-Tecniche ed Impiantistiche per l'Architettura;2;A;2017;
50053;Discipline Storiche per l'Architettura;3;A;2017;
50060;Rappresentazione dell'Architettura e dell'Ambiente;4;A;2017;
50054;Progettazione Architettonica e Urbana;1;B;2017;
50059;Teorie e Tecniche per il Restauro Architettonico;2;B;2017;
50055;Analisi e Progettazione Strutturale per l'Architettura;3;B;2017;
50058;Progettazione Urbanistica e Pianificazione Territoriale;4;B;2017;
50056;Discipline Tecnologiche per l'Architettura e la Produzione Edilizia;5;B;2017;
50057;Discipline Estimative per l'Architettura e l'Urbanistica;6;B;2017;
10673;Attività Formative Affini o Integrative;1;C;2017;
10477;A Scelta dello Studente;1;D;2017;
10478;Per la Prova Finale;1;E;2017;
10754;Per la Conoscenza di almeno una Lingua Straniera;2;E;2017;
10480;Ulteriori Conoscenze Linguistiche;1;F;2017;
10835;Abilità Informatiche e Telematiche;2;F;2017;
10836;Tirocini Formativi e di Orientamento;3;F;2017;
10837;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2017;
10950;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2017;
50064;Economico;1;A;2018;
50065;Aziendale;2;A;2018;
50062;Statistico-Matematico;3;A;2018;
50068;Giuridico;4;A;2018;
50069;Aziendale;1;B;2018;
50067;Economico;2;B;2018;
50063;Statistico-Matematico;3;B;2018;
50066;Giuridico;4;B;2018;
10675;Attività Formative Affini o Integrative;1;C;2018;
10482;A Scelta dello Studente;1;D;2018;
10483;Per la Prova Finale;1;E;2018;
10755;Per la Conoscenza di almeno una Lingua Straniera;2;E;2018;
10485;Ulteriori Conoscenze Linguistiche;1;F;2018;
10838;Abilità Informatiche e Telematiche;2;F;2018;
10839;Tirocini Formativi e di Orientamento;3;F;2018;
10840;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2018;
10951;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2018;
50070;Discipline Pedagogiche e Metodologico-Didattiche;1;A;2019;
50075;Discipline Filosofiche, Psicologiche, Sociologiche e Antropologiche;2;A;2019;
50076;Discipline Pedagogiche e Metodologico-Didattiche;1;B;2019;
50074;Discipline Storiche, Geografiche, Economiche e Giuridiche;2;B;2019;
50071;Discipline Scientifiche;3;B;2019;
50073;Discipline Linguistiche e Artistiche;4;B;2019;
50072;Discipline Didattiche e per l'Integrazione dei Disabili;5;B;2019;
10677;Attività Formative Affini o Integrative;1;C;2019;
10487;A Scelta dello Studente;1;D;2019;
10488;Per la Prova Finale;1;E;2019;
10756;Per la Conoscenza di almeno una Lingua Straniera;2;E;2019;
10490;Ulteriori Conoscenze Linguistiche;1;F;2019;
10841;Abilità Informatiche e Telematiche;2;F;2019;
10842;Tirocini Formativi e di Orientamento;3;F;2019;
10843;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2019;
10952;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2019;
50088;Discipline Semiotiche, Linguistiche e Informatiche;1;A;2020;
50089;Discipline Sociali e Mediologiche;2;A;2020;
50087;Metodologie, Analisi e Tecniche della Comunicazione;1;B;2020;
50091;Scienze Umane ed Economico-Sociali;2;B;2020;
50090;Discipline Giuridiche, Storico-Politiche e Filosofiche;3;B;2020;
10679;Attività Formative Affini o Integrative;1;C;2020;
10492;A Scelta dello Studente;1;D;2020;
10493;Per la Prova Finale;1;E;2020;
10757;Per la Conoscenza di almeno una Lingua Straniera;2;E;2020;
10495;Ulteriori Conoscenze Linguistiche;1;F;2020;
10844;Abilità Informatiche e Telematiche;2;F;2020;
10845;Tirocini Formativi e di Orientamento;3;F;2020;
10846;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2020;
10953;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2020;
50092;Matematica, Informatica Statistica;1;A;2021;
50096;Ecologia, Geografia e Geologia;2;A;2021;
50093;Rappresentazione;3;A;2021;
50094;Architettura e Ingegneria;1;B;2021;
50095;Diritto, Economia e Sociologia;2;B;2021;
10681;Attività Formative Affini o Integrative;1;C;2021;
10497;A Scelta dello Studente;1;D;2021;
10498;Per la Prova Finale;1;E;2021;
10758;Per la Conoscenza di almeno una Lingua Straniera;2;E;2021;
10500;Ulteriori Conoscenze Linguistiche;1;F;2021;
10847;Abilità Informatiche e Telematiche;2;F;2021;
10848;Tirocini Formativi e di Orientamento;3;F;2021;
10849;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2021;
10954;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2021;
50101;Discipline Motorie e Sportive;1;A;2022;
50097;Biomedico;2;A;2022;
50104;Psicologico, Pedagogico e Sociologico;3;A;2022;
50105;Giuridico, Economico e Statistico;4;A;2022;
50098;Discipline Motorie e Sportive;1;B;2022;
50103;Medico-Clinico;2;B;2022;
50099;Psicologico, Pedagogico e Sociologico;3;B;2022;
50102;Storico, Giuridico-Economico;4;B;2022;
50100;Biologico;5;B;2022;
10683;Attività Formative Affini o Integrative;1;C;2022;
10502;A Scelta dello Studente;1;D;2022;
10503;Per la Prova Finale;1;E;2022;
10759;Per la Conoscenza di almeno una Lingua Straniera;2;E;2022;
10505;Ulteriori Conoscenze Linguistiche;1;F;2022;
10850;Abilità Informatiche e Telematiche;2;F;2022;
10851;Tirocini Formativi e di Orientamento;3;F;2022;
10852;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2022;
10955;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2022;
50106;Formazione Scientifica di Base;1;A;2023;
50109;Formazione di Base nella Storia e nella Rappresentazione;2;A;2023;
50110;Architettura e Urbanistica;1;B;2023;
50108;Edilizia e Ambiente;2;B;2023;
50107;Ingegneria della Sicurezza e Protezione delle Costruzioni Edili;3;B;2023;
10685;Attività Formative Affini o Integrative;1;C;2023;
10507;A Scelta dello Studente;1;D;2023;
10508;Per la Prova Finale;1;E;2023;
10760;Per la Conoscenza di almeno una Lingua Straniera;2;E;2023;
10510;Ulteriori Conoscenze Linguistiche;1;F;2023;
10853;Abilità Informatiche e Telematiche;2;F;2023;
10854;Tirocini Formativi e di Orientamento;3;F;2023;
10855;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2023;
10956;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2023;
50111;Fondamenti della Psicologia;1;A;2024;
50116;Formazione Interdisciplinare;2;A;2024;
50115;Psicologia Generale e Fisiologica;1;B;2024;
50112;Psicologia dello Sviluppo e dell'Educazione;2;B;2024;
50113;Psicologia Sociale e del Lavoro;3;B;2024;
50114;Psicologia Dinamica e Clinica;4;B;2024;
10687;Attività Formative Affini o Integrative;1;C;2024;
10512;A Scelta dello Studente;1;D;2024;
10513;Per la Prova Finale;1;E;2024;
10761;Per la Conoscenza di almeno una Lingua Straniera;2;E;2024;
10515;Ulteriori Conoscenze Linguistiche;1;F;2024;
10856;Abilità Informatiche e Telematiche;2;F;2024;
10857;Tirocini Formativi e di Orientamento;3;F;2024;
10858;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2024;
10957;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2024;
50117;Matematiche, Fisiche, Informatiche e Statistiche;1;A;2025;
50126;Discipline Chimiche;2;A;2025;
50122;Discipline Biologiche;3;A;2025;
50123;Discipline Economiche Estimative e Giuridiche.;1;B;2025;
50125;Discipline della Produzione Vegetale;2;B;2025;
50124;Discipline Forestali ed Ambientali;3;B;2025;
50121;Discipline della Difesa;4;B;2025;
50118;Discipline delle Scienze Animali;5;B;2025;
50120;Discipline dell'Ingegneria Agraria, Forestale e della Rappresentazione;6;B;2025;
50119;Discipline delle Tecnologie del Legno;7;B;2025;
10689;Attività Formative Affini o Integrative;1;C;2025;
10517;A Scelta dello Studente;1;D;2025;
10518;Per la Prova Finale;1;E;2025;
10762;Per la Conoscenza di almeno una Lingua Straniera;2;E;2025;
10520;Ulteriori Conoscenze Linguistiche;1;F;2025;
10859;Abilità Informatiche e Telematiche;2;F;2025;
10860;Tirocini Formativi e di Orientamento;3;F;2025;
10861;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2025;
10958;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2025;
50127;Matematiche, Fisiche, Informatiche e Statistiche;1;A;2026;
50132;Discipline Chimiche;2;A;2026;
50131;Discipline Biologiche;3;A;2026;
50128;Discipline della Tecnologia Alimentare;1;B;2026;
50129;Discipline della Sicurezza e della Valutazione degli Alimenti;2;B;2026;
50130;Discipline Economiche e Giuridiche;3;B;2026;
10691;Attività Formative Affini o Integrative;1;C;2026;
10522;A Scelta dello Studente;1;D;2026;
10523;Per la Prova Finale;1;E;2026;
10763;Per la Conoscenza di almeno una Lingua Straniera;2;E;2026;
10525;Ulteriori Conoscenze Linguistiche;1;F;2026;
10862;Abilità Informatiche e Telematiche;2;F;2026;
10863;Tirocini Formativi e di Orientamento;3;F;2026;
10864;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2026;
10959;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2026;
50133;Discipline Matematiche, Informatiche e Fisiche;1;A;2027;
50138;Discipline Chimiche;2;A;2027;
50134;Discipline Chimiche Analitiche e Ambientali;1;B;2027;
50135;Discipline Chimiche Inorganiche e Chimico-Fisiche;2;B;2027;
50137;Discipline Chimiche Industriali e Tecnologiche;3;B;2027;
50136;Discipline Chimiche Organiche e Biochimiche;4;B;2027;
10693;Attività Formative Affini o Integrative;1;C;2027;
10527;A Scelta dello Studente;1;D;2027;
10528;Per la Prova Finale;1;E;2027;
10764;Per la Conoscenza di almeno una Lingua Straniera;2;E;2027;
10530;Ulteriori Conoscenze Linguistiche;1;F;2027;
10865;Abilità Informatiche e Telematiche;2;F;2027;
10866;Tirocini Formativi e di Orientamento;3;F;2027;
10867;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2027;
10960;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2027;
50142;Matematica, Fisica, Chimica, Informatica;1;A;2028;
50140;Discipline Geologiche e Geofisiche;1;B;2028;
50139;Discipline Ingegneristiche;2;B;2028;
50141;Discipline Giuridiche;3;B;2028;
50143;Discipline Economiche ed Aziendali;4;B;2028;
10695;Attività Formative Affini o Integrative;1;C;2028;
10532;A Scelta dello Studente;1;D;2028;
10533;Per la Prova Finale;1;E;2028;
10765;Per la Conoscenza di almeno una Lingua Straniera;2;E;2028;
10535;Ulteriori Conoscenze Linguistiche;1;F;2028;
10868;Abilità Informatiche e Telematiche;2;F;2028;
10869;Tirocini Formativi e di Orientamento;3;F;2028;
10870;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2028;
10961;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2028;
50147;Discipline Matematiche, Fisiche, Informatiche e Statistiche;1;A;2029;
50148;Discipline Chimiche;2;A;2029;
50144;Discipline Biologiche e Morfologiche;3;A;2029;
50150;Discipline Farmaceutiche e Tecnologiche;1;B;2029;
50151;Discipline Chimiche;2;B;2029;
50145;Discipline Biologiche;3;B;2029;
50146;Discipline Mediche;4;B;2029;
50149;Discipline Agrarie;5;B;2029;
10697;Attività Formative Affini o Integrative;1;C;2029;
10537;A Scelta dello Studente;1;D;2029;
10538;Per la Prova Finale;1;E;2029;
10766;Per la Conoscenza di almeno una Lingua Straniera;2;E;2029;
10540;Ulteriori Conoscenze Linguistiche;1;F;2029;
10871;Abilità Informatiche e Telematiche;2;F;2029;
10872;Tirocini Formativi e di Orientamento;3;F;2029;
10873;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2029;
10962;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2029;
50164;Discipline Matematiche e Informatiche;1;A;2030;
50160;Discipline Chimiche;2;A;2030;
50159;Discipline Fisiche;3;A;2030;
50161;Sperimentale e Applicativo;1;B;2030;
50165;Teorico e dei Fondamenti della Fisica;2;B;2030;
50162;Microfisico e della Struttura della Materia;3;B;2030;
50163;Astrofisico, Geofisico e Spaziale;4;B;2030;
10699;Attività Formative Affini o Integrative;1;C;2030;
10542;A Scelta dello Studente;1;D;2030;
10543;Per la Prova Finale;1;E;2030;
10767;Per la Conoscenza di almeno una Lingua Straniera;2;E;2030;
10545;Ulteriori Conoscenze Linguistiche;1;F;2030;
10874;Abilità Informatiche e Telematiche;2;F;2030;
10875;Tirocini Formativi e di Orientamento;3;F;2030;
10876;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2030;
10963;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2030;
50167;Formazione Matematico-Fisica;1;A;2031;
50168;Formazione Informatica di Base;2;A;2031;
50166;Discipline Informatiche;1;B;2031;
10701;Attività Formative Affini o Integrative;1;C;2031;
10547;A Scelta dello Studente;1;D;2031;
10548;Per la Prova Finale;1;E;2031;
10768;Per la Conoscenza di almeno una Lingua Straniera;2;E;2031;
10550;Ulteriori Conoscenze Linguistiche;1;F;2031;
10877;Abilità Informatiche e Telematiche;2;F;2031;
10878;Tirocini Formativi e di Orientamento;3;F;2031;
10879;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2031;
10964;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2031;
50174;Discipline Matematiche, Informatiche e Statistiche;1;A;2032;
50173;Discipline Fisiche;2;A;2032;
50169;Discipline Chimiche;3;A;2032;
50176;Discipline Naturalistiche;4;A;2032;
50170;Discipline Biologiche;1;B;2032;
50171;Discipline Ecologiche;2;B;2032;
50175;Doiscipline di Scienze della Terra;3;B;2032;
50172;Discipline Agrarie, Chimiche, Fisiche, Giuridiche, Economiche e di Contesto;4;B;2032;
10703;Attività Formative Affini o Integrative;1;C;2032;
10552;A Scelta dello Studente;1;D;2032;
10553;Per la Prova Finale;1;E;2032;
10769;Per la Conoscenza di almeno una Lingua Straniera;2;E;2032;
10555;Ulteriori Conoscenze Linguistiche;1;F;2032;
10880;Abilità Informatiche e Telematiche;2;F;2032;
10881;Tirocini Formativi e di Orientamento;3;F;2032;
10882;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2032;
10965;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2032;
50177;Economico;1;A;2033;
50184;Aziendale;2;A;2033;
50178;Statistico-Matematico;3;A;2033;
50179;Giuridico;4;A;2033;
50183;Economico;1;B;2033;
50180;Aziendale;2;B;2033;
50182;Statistico-Matematico;3;B;2033;
50181;Giuridico;4;B;2033;
10705;Attività Formative Affini o Integrative;1;C;2033;
10557;A Scelta dello Studente;1;D;2033;
10558;Per la Prova Finale;1;E;2033;
10770;Per la Conoscenza di almeno una Lingua Straniera;2;E;2033;
10560;Ulteriori Conoscenze Linguistiche;1;F;2033;
10883;Abilità Informatiche e Telematiche;2;F;2033;
10884;Tirocini Formativi e di Orientamento;3;F;2033;
10885;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2033;
10966;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2033;
50185;Discipline Matematiche;1;A;2034;
50193;Discipline Fisiche;2;A;2034;
50186;Discipline Informatiche;3;A;2034;
50187;Discipline Chimiche;4;A;2034;
50192;Discipline Geologiche;5;A;2034;
50188;Ambito Geologico-Paleontologico;1;B;2034;
50191;Ambito Geomorfologico-Geologico Applicativo;2;B;2034;
50189;Ambito Mineralogico-Petrografico-Geochimico;3;B;2034;
50190;Ambito Geofisico;4;B;2034;
10707;Attività Formative Affini o Integrative;1;C;2034;
10562;A Scelta dello Studente;1;D;2034;
10563;Per la Prova Finale;1;E;2034;
10771;Per la Conoscenza di almeno una Lingua Straniera;2;E;2034;
10565;Ulteriori Conoscenze Linguistiche;1;F;2034;
10886;Abilità Informatiche e Telematiche;2;F;2034;
10887;Tirocini Formativi e di Orientamento;3;F;2034;
10888;Altre Conoscenze Utili per l'Inserimento nel Mondo del Lavoro;4;F;2034;
10967;Per Stages e Tirocini Presso Imprese, Enti Pubblici o Privati, Ordini Professionali;1;S;2034;
50197;Formazione Matematica di Base;1;A;2035;
50196;Formazione Fisica;2;A;2035;
50194;Formazione Informatica;3;A;2035;
50198;Formazione Teorica;1;B;2035;
